Team,Year,Role,Name
Atlanta Falcons,1991,Offensive line,Keith Rowen
Atlanta Falcons,1991,Assistant head coachdefense,Doug Shively
Atlanta Falcons,1991,Defensive line,Bill Kollar
Atlanta Falcons,1991,Secondary,Jimmy Carr
Atlanta Falcons,1991,Special teams,Bobby April
Atlanta Falcons,1991,Strength and conditioning,Tim Jorgensen
Atlanta Falcons,1996,Chairman of the Board,Rankin M. Smith Sr.
Atlanta Falcons,1996,President,Taylor Smith
Atlanta Falcons,1996,Vice President of Player Personnel,Ken Herock
Atlanta Falcons,1996,Director of Pro Personnel,Chuck Connor
Atlanta Falcons,1996,Head Coach,June Jones
Atlanta Falcons,1996,Assistant Head Coach/Wide Receivers,Milt Jackson
Atlanta Falcons,1996,Quarterbacks,Mouse Davis
Atlanta Falcons,1996,Running Backs,Ollie Wilson
Atlanta Falcons,1996,Offensive Line,Bob Palcic
Atlanta Falcons,1996,Assistant Head Coach/Defense,Rod Rust
Atlanta Falcons,1996,Defensive Line,Bill Kollar
Atlanta Falcons,1996,Linebackers,Joe Haering
Atlanta Falcons,1996,Secondary,Keith Armstrong
Atlanta Falcons,1996,Defensive Assistant,Will Lewis
Atlanta Falcons,1996,Assistant Head Coach/Special Teams,Frank Gansz
Atlanta Falcons,1996,Strength and Conditioning,Tim Jorgensen
Arizona Cardinals,2011,Owner/chairman,Bill Bidwill
Arizona Cardinals,2011,President,Michael Bidwill
Arizona Cardinals,2011,general manager,Rod Graves
Arizona Cardinals,2011,Director of football administration,Reggie Terry
Arizona Cardinals,2011,Director of player personnel,Steve Keim
Arizona Cardinals,2011,Director of pro personnel,T. J. McCreight
Arizona Cardinals,2011,Assistant director of pro personnel,Quentin Harris
Arizona Cardinals,2011,Head coach,Ken Whisenhunt
Arizona Cardinals,2011,Assistant head coach/run game coordinator/offensive line,Russ Grimm
Arizona Cardinals,2011,Offensive coordinator,Mike Miller
Arizona Cardinals,2011,Quarterbacks,Chris Miller
Arizona Cardinals,2011,Running backs,Tommie Robinson
Arizona Cardinals,2011,Wide receivers,John McNulty
Arizona Cardinals,2011,Tight ends,Freddie Kitchens
Arizona Cardinals,2011,Offensive quality control,Chad Grimm
Arizona Cardinals,2011,Defensive coordinator,Ray Horton
Arizona Cardinals,2011,Defensive line,Ron Aiken
Arizona Cardinals,2011,Linebackers,Matt Raich
Arizona Cardinals,2011,Defensive backs,Louie Cioffi
Arizona Cardinals,2011,Assistant defensive backs,Deshea Townsend
Arizona Cardinals,2011,Defensive quality control,Ryan Slowik
Arizona Cardinals,2011,Special teams,Kevin Spencer
Arizona Cardinals,2011,Strength and conditioning,John Lott
Arizona Cardinals,2011,Assistant strength and conditioning,Pete Alosi
Atlanta Falcons,1999,President,Taylor Smith
Atlanta Falcons,1999,Executive vice–president of football operations,Dan Reeves
Atlanta Falcons,1999,General manager,Harold Richardson
Atlanta Falcons,1999,Vice–president of football operations,Ron Hill
Atlanta Falcons,1999,Director of player personnel/College,Reed Johnson
Atlanta Falcons,1999,Director of player personnel/Pro,Chuck Connor
Atlanta Falcons,1999,Assistant to head coach/pro personnel,Marvin Bass
Atlanta Falcons,1999,Head coach,Dan Reeves
Atlanta Falcons,1999,Assistant head coach/defensive coordinator,Rich Brooks
Atlanta Falcons,1999,Offensive coordinator/running backs,George Sefcik
Atlanta Falcons,1999,Passing Game/Play Calling,Jack Burns
Atlanta Falcons,1999,Quarterbacks,Steve DeBerg
Atlanta Falcons,1999,Wide receivers,Rennie Simmons
Atlanta Falcons,1999,Tight ends,James Daniel
Atlanta Falcons,1999,Offensive line,Art Shell
Atlanta Falcons,1999,Offensive quality control,Ed West
Atlanta Falcons,1999,Defensive line,Bill Kollar
Atlanta Falcons,1999,Linebackers,Don Blackmon
Atlanta Falcons,1999,Secondary,Ron Meeks
Atlanta Falcons,1999,Defensive quality control,Brian Xanders
Atlanta Falcons,1999,Special teams,Joe DeCamillis
Atlanta Falcons,1999,Strength and conditioning,Al Miller
Atlanta Falcons,1999,Assistant strength and conditioning,Rocky Colburn
Atlanta Falcons,1997,President,Taylor Smith
Atlanta Falcons,1997,Executive vice president of football operations,Dan Reeves
Atlanta Falcons,1997,Director of player personnel/college,Reed Johnson
Atlanta Falcons,1997,Director of player personnel/pro,Chuck Connor
Atlanta Falcons,1997,Assistant to head coach/pro personnel,Marvin Bass
Atlanta Falcons,1997,Head coach,Dan Reeves
Atlanta Falcons,1997,Assistant head coach,Rich Brooks
Atlanta Falcons,1997,Assistant head coach/football operations,Harold Richardson
Atlanta Falcons,1997,Offensive coordinator/running backs,George Sefcik
Atlanta Falcons,1997,Quarterbacks,Jack Burns
Atlanta Falcons,1997,Wide receivers,Rennie Simmons
Atlanta Falcons,1997,Tight ends,James Daniel
Atlanta Falcons,1997,Offensive line,Art Shell
Atlanta Falcons,1997,Offensive quality control,Pete Mangurian
Atlanta Falcons,1997,Defensive coordinator,Rich Brooks
Atlanta Falcons,1997,Defensive line,Bill Kollar
Atlanta Falcons,1997,Linebackers,Don Blackmon
Atlanta Falcons,1997,Secondary,Ron Meeks
Atlanta Falcons,1997,Defensive quality control,Brian Xanders
Atlanta Falcons,1997,Special teams,Joe DeCamillis
Atlanta Falcons,1997,Strength and conditioning,Al Miller
Atlanta Falcons,1997,Assistant strength and conditioning,Tim Jorgensen
Atlanta Falcons,2000,President,Taylor Smith
Atlanta Falcons,2000,General manager,Harold Richardson
Atlanta Falcons,2000,Vice president of football operations,Ron Hill
Atlanta Falcons,2000,Director of player personnel/college,Reed Johnson
Atlanta Falcons,2000,Director of player personnel/pro,Chuck Connor
Atlanta Falcons,2000,Assistant to head coach/pro personnel,Marvin Bass
Atlanta Falcons,2000,Executive vice president of football operations/head coach,Dan Reeves
Atlanta Falcons,2000,Assistant head coach/defensive coordinator,Rich Brooks
Atlanta Falcons,2000,Offensive coordinator/running backs,George Sefcik
Atlanta Falcons,2000,Quarterbacks,Jerry Rhome
Atlanta Falcons,2000,Wide receivers,Jack Burns
Atlanta Falcons,2000,Tight ends,Rennie Simmons
Atlanta Falcons,2000,Offensive line,Art Shell
Atlanta Falcons,2000,Assistant offensive line,James Daniel
Atlanta Falcons,2000,Offensive quality control,Ed West
Atlanta Falcons,2000,Defensive line,Bill Kollar
Atlanta Falcons,2000,Linebackers,Don Blackmon
Atlanta Falcons,2000,Secondary,Greg Brown
Atlanta Falcons,2000,Defensive quality control,Thom Kaumeyer
Atlanta Falcons,2000,Special teams,Joe DeCamillis
Atlanta Falcons,2000,Strength and conditioning,Al Miller
Atlanta Falcons,2000,Assistant strength and conditioning,Rocky Colburn
Atlanta Falcons,2003,Owner/chief executive officer,Arthur Blank
Atlanta Falcons,2003,Senior advisor to the president,Bobby Beathard
Atlanta Falcons,2003,Vice president of football operations,Ron Hill
Atlanta Falcons,2003,College scouting coordinator,Reed Johnson
Atlanta Falcons,2003,Director of pro personnel,Les Snead
Atlanta Falcons,2003,Assistant to head coach/pro personnel,Marvin Bass
Atlanta Falcons,2003,Executive vice president/head coach,Dan Reeves
Atlanta Falcons,2003,Interim head coach,Wade Phillips
Atlanta Falcons,2003,Offensive coordinator,Pete Mangurian
Atlanta Falcons,2003,Quarterbacks,Mike Johnson
Atlanta Falcons,2003,Running backs,Ollie Wilson
Atlanta Falcons,2003,Wide receivers,George Stewart
Atlanta Falcons,2003,Tight ends,James Daniel
Atlanta Falcons,2003,Offensive line,Rennie Simmons
Atlanta Falcons,2003,Offensive quality control,Bill Lazor
Atlanta Falcons,2003,Defensive coordinator,Wade Phillips
Atlanta Falcons,2003,Defensive line,Bill Johnson
Atlanta Falcons,2003,Linebackers,Billy Davis
Atlanta Falcons,2003,Secondary,Emmitt Thomas
Atlanta Falcons,2003,Defensive quality control,Dennis Allen
Atlanta Falcons,2003,Special teams,Joe DeCamillis
Atlanta Falcons,2003,Strength and conditioning,Al Miller
Atlanta Falcons,2003,Assistant strength and conditioning,Rocky Colburn
Atlanta Falcons,1998,President,Taylor Smith
Atlanta Falcons,1998,Executive vice–president of football operations,Dan Reeves
Atlanta Falcons,1998,General manager,Harold Richardson
Atlanta Falcons,1998,Vice–president of football operations,Ron Hill
Atlanta Falcons,1998,Director of player personnel/College,Reed Johnson
Atlanta Falcons,1998,Director of player personnel/Pro,Chuck Connor
Atlanta Falcons,1998,Assistant to head coach/pro personnel,Marvin Bass
Atlanta Falcons,1998,Head coach,Dan Reeves
Atlanta Falcons,1998,Assistant head coach/defensive coordinator,Rich Brooks
Atlanta Falcons,1998,Offensive coordinator/running backs,George Sefcik
Atlanta Falcons,1998,Quarterbacks,Jack Burns
Atlanta Falcons,1998,Wide receivers,Rennie Simmons
Atlanta Falcons,1998,Tight ends,James Daniel
Atlanta Falcons,1998,Offensive line,Art Shell
Atlanta Falcons,1998,Offensive quality control,Ed West
Atlanta Falcons,1998,Defensive line,Bill Kollar
Atlanta Falcons,1998,Linebackers,Don Blackmon
Atlanta Falcons,1998,Secondary,Ron Meeks
Atlanta Falcons,1998,Defensive quality control,Brian Xanders
Atlanta Falcons,1998,Special teams,Joe DeCamillis
Atlanta Falcons,1998,Strength and conditioning,Al Miller
Atlanta Falcons,1998,Assistant strength and conditioning,Tim Jorgensen
Atlanta Falcons,2001,President,Taylor Smith
Atlanta Falcons,2001,General manager,Harold Richardson
Atlanta Falcons,2001,Vice president of football operations,Ron Hill
Atlanta Falcons,2001,Director of player personnel/college,Reed Johnson
Atlanta Falcons,2001,Director of player personnel/pro,Les Snead
Atlanta Falcons,2001,Assistant to head coach/pro personnel,Marvin Bass
Atlanta Falcons,2001,Executive vice president of football operations/head coach,Dan Reeves
Atlanta Falcons,2001,Offensive coordinator/running backs,George Sefcik
Atlanta Falcons,2001,Quarterbacks,Jack Burns
Atlanta Falcons,2001,Wide receivers,Gary Stevens
Atlanta Falcons,2001,Tight ends,James Daniel
Atlanta Falcons,2001,Offensive line,Pete Mangurian
Atlanta Falcons,2001,Assistant offensive line,Rennie Simmons
Atlanta Falcons,2001,Offensive quality control,Ed West
Atlanta Falcons,2001,Defensive coordinator,Don Blackmon
Atlanta Falcons,2001,Defensive line,Bill Johnson
Atlanta Falcons,2001,Linebackers,Billy Davis
Atlanta Falcons,2001,Secondary,Greg Brown
Atlanta Falcons,2001,Defensive quality control,Thom Kaumeyer
Atlanta Falcons,2001,Special teams,Joe DeCamillis
Atlanta Falcons,2001,Strength and conditioning,Al Miller
Atlanta Falcons,2001,Assistant strength and conditioning,Rocky Colburn
Arizona Cardinals,2009,Owner/chairman,Bill Bidwill
Arizona Cardinals,2009,President,Michael Bidwill
Arizona Cardinals,2009,Vice–president,"Bill Bidwill, Jr."
Arizona Cardinals,2009,General manager/vice–president of football operations,Rod Graves
Arizona Cardinals,2009,Director of football administration,Reggie Terry
Arizona Cardinals,2009,Director of player personnel,Steve Keim
Arizona Cardinals,2009,Director of pro personnel,T. J. McCreight
Arizona Cardinals,2009,Head coach,Ken Whisenhunt
Arizona Cardinals,2009,Assistant head coach/run game coordinator/offensive line,Russ Grimm
Arizona Cardinals,2009,Pass game coordinator,Mike Miller
Arizona Cardinals,2009,Quarterbacks,Chris Miller
Arizona Cardinals,2009,Running backs,Curtis Modkins
Arizona Cardinals,2009,Wide receivers,John McNulty
Arizona Cardinals,2009,Tight ends,Freddie Kitchens
Arizona Cardinals,2009,Offensive quality control,Chad Grimm
Arizona Cardinals,2009,Defensive coordinator,Billy Davis
Arizona Cardinals,2009,Defensive line,Ron Aiken
Arizona Cardinals,2009,Linebackers,Matt Raich
Arizona Cardinals,2009,Defensive backs,Teryl Austin
Arizona Cardinals,2009,Assistant defensive backs,Rick Courtright
Arizona Cardinals,2009,Defensive quality control,Ryan Slowik
Arizona Cardinals,2009,Special teams coordinator,Kevin Spencer
Arizona Cardinals,2009,Strength and conditioning,John Lott
Atlanta Falcons,2005,Owner/chief executive officer,Arthur Blank
Atlanta Falcons,2005,President/general manager,Rich McKay
Atlanta Falcons,2005,Director of pro personnel,Les Snead
Atlanta Falcons,2005,Director of college scouting,Phil Emery
Atlanta Falcons,2005,Executive vice president/head coach,Jim L. Mora
Atlanta Falcons,2005,Offensive coordinator,Greg Knapp
Atlanta Falcons,2005,Quarterbacks,Mike Johnson
Atlanta Falcons,2005,Running backs,Ollie Wilson
Atlanta Falcons,2005,Wide receivers,George Stewart
Atlanta Falcons,2005,Tight ends,Clancy Barone
Atlanta Falcons,2005,Offensive line,Jeff Jagodzinski
Atlanta Falcons,2005,Offensive assistant,Chris Dalman
Atlanta Falcons,2005,Offensive assistant,Robert Prince
Atlanta Falcons,2005,Consultant,Alex Gibbs
Atlanta Falcons,2005,Defensive coordinator,Ed Donatell
Atlanta Falcons,2005,Defensive line,Bill Johnson
Atlanta Falcons,2005,Linebackers,Chris Beake
Atlanta Falcons,2005,Senior defensive assistant/secondary,Emmitt Thomas
Atlanta Falcons,2005,Defensive backs,Brett Maxie
Atlanta Falcons,2005,Defensive assistant,Dennis Allen
Atlanta Falcons,2005,Special teams coordinator,Joe DeCamillis
Atlanta Falcons,2005,Strength and conditioning,Al Miller
Atlanta Falcons,2005,Assistant strength and conditioning,Rocky Colburn
Baltimore Ravens,1996,Owner and president,Art Modell
Baltimore Ravens,1996,Director of football operations,Ozzie Newsome
Baltimore Ravens,1996,Director of college scouting,Phil Savage
Baltimore Ravens,1996,Pro personnel coordinator,Scott Pioli
Baltimore Ravens,1996,Head coach,Ted Marchibroda
Baltimore Ravens,1996,Assistant head coach/offense,Kirk Ferentz
Baltimore Ravens,1996,Quarterbacks,Don Strock
Baltimore Ravens,1996,Running backs,Al Lavan
Baltimore Ravens,1996,Wide receivers,Mike Sheppard
Baltimore Ravens,1996,Tight ends,Pat Hill
Baltimore Ravens,1996,Quality control/offense,Eric Mangini
Baltimore Ravens,1996,Defensive coordinator,Marvin Lewis
Baltimore Ravens,1996,Defensive line,Jacob Burney
Baltimore Ravens,1996,Linebackers,Maxie Baughan
Baltimore Ravens,1996,Defensive backs,Alvin Reynolds
Baltimore Ravens,1996,Quality control/defense,Jim Schwartz
Baltimore Ravens,1996,Special teams,Scott O'Brien
Baltimore Ravens,1996,Quality control/special teams,John Settle
Baltimore Ravens,1996,Strength and conditioning,Jerry Simmons
Atlanta Falcons,2002,Chairman/president/chief executive officer,Arthur Blank
Atlanta Falcons,2002,Senior advisor to the president,Bobby Beathard
Atlanta Falcons,2002,Vice president of football operations,Ron Hill
Atlanta Falcons,2002,College scouting coordinator,Reed Johnson
Atlanta Falcons,2002,Director of pro personnel,Les Snead
Atlanta Falcons,2002,Assistant to head coach/pro personnel,Marvin Bass
Atlanta Falcons,2002,Executive vice president/head coach,Dan Reeves
Atlanta Falcons,2002,Quarterbacks,Jack Burns
Atlanta Falcons,2002,Running backs,Ollie Wilson
Atlanta Falcons,2002,Wide receivers,Mike Johnson
Atlanta Falcons,2002,Tight ends,James Daniel
Atlanta Falcons,2002,Offensive line,Pete Mangurian
Atlanta Falcons,2002,Assistant offensive line,Rennie Simmons
Atlanta Falcons,2002,Offensive quality control,Ed West
Atlanta Falcons,2002,Defensive coordinator,Wade Phillips
Atlanta Falcons,2002,Defensive line,Bill Johnson
Atlanta Falcons,2002,Linebackers,Billy Davis
Atlanta Falcons,2002,Secondary,Emmitt Thomas
Atlanta Falcons,2002,Defensive quality control,Dennis Allen
Atlanta Falcons,2002,Special teams,Joe DeCamillis
Atlanta Falcons,2002,Strength and conditioning,Al Miller
Atlanta Falcons,2002,Assistant strength and conditioning,Rocky Colburn
Buffalo Bills,1982,Majority owner/team president,Ralph Wilson
Buffalo Bills,1982,General manager,Stew Barber
Buffalo Bills,1982,Vice president/minority owner,Pat McGroder
Buffalo Bills,1982,Head coach,Chuck Knox
Buffalo Bills,1982,Assistant head coach,– Tom Caitlin
Buffalo Bills,1982,Offensive coordinator / offensive line,Ray Proschaska
Buffalo Bills,1982,Running backs coach,Chick Harris
Buffalo Bills,1982,Quarterbacks coach,Kay Stephenson
Buffalo Bills,1982,Wide receivers coach,Jack Donaldson
Buffalo Bills,1982,Defensive coordinator / linebackers coach,Tom Caitlin
Buffalo Bills,1982,Defensive line,Jim Carmody
Buffalo Bills,1982,Defensive backs,Ralph Hawkins
Buffalo Bills,1982,Special teams,Steve Moore
Buffalo Bills,1982,Special assignments coach,Miller McCalmon
Buffalo Bills,1981,Majority owner/team president,Ralph Wilson
Buffalo Bills,1981,General manager,Stew Barber
Buffalo Bills,1981,Vice president/minority owner,Pat McGroder
Buffalo Bills,1981,Head coach,Chuck Knox
Buffalo Bills,1981,Assistant head coach,– Tom Catlin
Buffalo Bills,1981,Offensive coordinator / offensive line,Ray Proschaska
Buffalo Bills,1981,Running backs coach,Chick Harris
Buffalo Bills,1981,Quarterbacks coach,Kay Stephenson
Buffalo Bills,1981,Wide receivers coach,Jack Donaldson
Buffalo Bills,1981,Defensive coordinator / linebackers coach,Tom Catlin
Buffalo Bills,1981,Defensive line,Jim Carmody
Buffalo Bills,1981,Defensive backs,Ralph Hawkins
Buffalo Bills,1981,Special teams,Steve Moore
Buffalo Bills,1981,Special assignments coach,Miller McCalmon
Buffalo Bills,1983,President,Ralph Wilson
Buffalo Bills,1983,Senior Executive Vice President,Pat McGroder
Buffalo Bills,1983,Vice President of Football Operations,Kay Stephenson
Buffalo Bills,1983,Vice President of Player Personnel,Norm Pollom
Buffalo Bills,1983,Head Coach,Kay Stephenson
Buffalo Bills,1983,Running Backs,Andy MacDonald
Buffalo Bills,1983,Receivers,Milt Jackson
Buffalo Bills,1983,Tight Ends,Al Sandahl
Buffalo Bills,1983,Offensive Line,Jim Niblack
Buffalo Bills,1983,Offensive Assistant,Perry Moss
Buffalo Bills,1983,Defensive Coordinator/Linebackers,Bob Zeman
Buffalo Bills,1983,Defensive Line,Don Lawrence
Buffalo Bills,1983,Defensive Backfield,Jerry Glanville
Buffalo Bills,1983,Defensive Assistant,Miller McCalmon
Buffalo Bills,1983,Special Teams,Miller McCalmon
Atlanta Falcons,2004,Owner/chief executive officer,Arthur Blank
Atlanta Falcons,2004,President/general manager,Rich McKay
Atlanta Falcons,2004,Assistant general manager,Tim Ruskell
Atlanta Falcons,2004,Director of pro personnel,Les Snead
Atlanta Falcons,2004,Director of college scouting,Phil Emery
Atlanta Falcons,2004,Executive vice president/head coach,Jim L. Mora
Atlanta Falcons,2004,Assistant head coach/offensive line,Alex Gibbs
Atlanta Falcons,2004,Offensive coordinator,Greg Knapp
Atlanta Falcons,2004,Quarterbacks,Mike Johnson
Atlanta Falcons,2004,Running backs,Ollie Wilson
Atlanta Falcons,2004,Wide receivers,George Stewart
Atlanta Falcons,2004,Tight ends,Jeff Jagodzinski
Atlanta Falcons,2004,Assistant offensive line,Clancy Barone
Atlanta Falcons,2004,Offensive assistant,Robert Prince
Atlanta Falcons,2004,Defensive coordinator,Ed Donatell
Atlanta Falcons,2004,Defensive line,Bill Johnson
